###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60770.47478,-17.38,1.046,-406,424,o,0,0.91,219.42633,2.2845,2663.16,9797.71,2.41,2.33,76.8,-0.406,15.37,16.37,01a60770o0542o
60770.48029,-17.203,0.684,-477,327,o,0,0.92,219.42633,2.2845,2721.79,9875.4,2.38,2.28,67.6,-0.407,16.16,17.31,01a60770o0554o
60770.4912,-21.874,57.5,-6,372,o,0,1.01,219.42633,2.2845,7855.88,806.72,2.31,2.22,-32.7,-0.414,15.84,17.07,01a60770o0576o
60771.22181,20.453,0.68,24,16,c,0,1.22,219.42633,2.2845,2621.21,9864.48,3.19,2.08,-73.8,-0.359,19.36,21.27,04a60771o0405c
60771.22498,-20.432,0.642,-24,16,c,0,1.28,219.42633,2.2845,2600.63,9826.31,3.24,2.1,-73.5,-0.362,19.35,21.26,04a60771o0412c
60771.22815,19.188,0.214,77,16,c,0,1.25,219.42633,2.2845,2658.95,9903.86,3.29,2.12,-73.8,-0.358,19.31,21.25,04a60771o0419c
60771.2395,19.482,0.298,58,17,c,0,1.43,219.42633,2.2845,2678.89,9787.14,3.27,2.12,-74.6,-0.367,19.34,21.2,04a60771o0444c
60772.46791,19.12,0.226,82,18,o,0,1.28,219.42633,2.2845,5985.91,817.89,2.08,2.01,-63.5,-0.444,19.06,19.93,02a60772o0512o
60772.47073,19.419,0.291,62,18,o,0,1.53,219.42633,2.2845,6005.4,856.62,2.11,1.99,-73.9,-0.447,19.1,19.93,02a60772o0518o
60772.47486,19.499,0.41,58,24,o,0,0.68,219.42633,2.2845,5946.37,777.41,2.07,1.98,-76.3,-0.444,19.06,19.94,02a60772o0527o
60772.47993,19.166,0.27,78,21,o,0,1.11,219.42633,2.2845,5925.09,896.39,2.16,2.09,-76,-0.435,19.05,19.95,02a60772o0538o
60775.1713,19.853,1.099,42,46,o,0,1.2,219.42633,2.2845,295.79,7736.65,3,2.57,-81.6,-0.351,18.13,18.69,04a60775o0453o
60775.1731,18.351,0.258,166,43,o,0,0.91,219.42633,2.2845,274.76,7698.68,2.85,2.35,-79.9,-0.349,18.32,19,04a60775o0457o
60775.17628,19.477,0.542,59,32,o,0,1.3,219.42633,2.2845,333.21,7776.2,2.81,2.41,-74.9,-0.351,18.34,19.01,04a60775o0464o
60775.18222,19.851,1.28,42,53,o,0,0.95,219.42633,2.2845,353.48,7660.08,2.82,2.33,-70.4,-0.355,17.84,18.24,04a60775o0477o
60775.18497,19.072,0.762,85,65,o,0,0.83,219.42633,2.2845,10427.99,7700.44,2.96,2.51,-2.6,-0.423,18.06,18.58,04a60775o0483o
60775.18678,19.066,0.87,86,75,o,0,0.9,219.42633,2.2845,10409.79,7662.02,2.89,2.38,3.2,-0.373,17.78,18.1,04a60775o0487o
60775.19042,-18.982,0.84,-93,78,o,0,0.93,219.42633,2.2845,10468.8,7740.38,2.95,2.42,3.2,-0.366,17.64,18,04a60775o0495o
60775.19714,19.585,0.764,53,41,o,0,1.09,219.42633,2.2845,10486.29,7625.27,2.88,2.54,-9.3,-0.391,18.42,19.14,04a60775o0509o
60783.19058,19.737,0.533,46,25,o,0,1.2,219.42633,2.2845,92.76,3858.57,2.43,2,46.9,-0.38,18.9,19.99,04a60783o0510o
60783.19332,20.15,1.115,32,35,o,0,0.72,219.42633,2.2845,71.7,3819.85,2.39,2.04,63.3,-0.395,18.92,19.97,04a60783o0516o
60783.19604,20.352,0.909,26,24,o,0,1.02,219.42633,2.2845,131.62,3897.58,2.28,2.08,71.7,-0.405,18.92,19.95,04a60783o0522o
60783.19832,19.602,0.575,52,30,o,0,1.02,219.42633,2.2845,10217.2,3822.46,2.71,2.36,-8.6,-0.387,18.9,19.9,04a60783o0527o
60783.20104,19.831,0.663,42,28,o,0,1.37,219.42633,2.2845,10196.58,3783.65,2.63,2.35,-7.7,-0.404,18.89,19.9,04a60783o0533o
60783.20149,23.665,19,1,24,o,0,0.98,219.42633,2.2845,151.38,3780.66,2.25,2.02,70.5,-0.406,18.91,19.94,04a60783o0534o
60783.20514,19.598,0.579,53,30,o,0,0.83,219.42633,2.2845,10255.36,3861.58,2.7,2.31,-13.7,-0.386,18.87,19.91,04a60783o0542o
60783.2106,19.199,0.283,76,22,o,0,1.3,219.42633,2.2845,10276.07,3745.83,2.64,2.22,-15.4,-0.39,18.9,19.94,04a60783o0554o
60787.18631,19.048,0.181,87,16,o,0,1.96,219.42633,2.2845,6225.91,2095.55,2.29,2.13,-27.4,-0.44,19.21,20.75,04a60787o0503o
60787.18856,19.773,0.467,45,21,o,0,1.13,219.42633,2.2845,6205.72,2056.91,2.27,2.12,-23.5,-0.446,19.26,20.74,04a60787o0508o
60787.19173,19.429,0.341,62,21,o,0,0.92,219.42633,2.2845,6264.33,2134.67,2.29,2.13,-28.9,-0.438,19.22,20.76,04a60787o0515o
60787.19863,19.447,0.332,60,20,o,0,1.05,219.42633,2.2845,6284.68,2018.52,2.32,2.16,-32.3,-0.438,19.22,20.79,04a60787o0530o
60788.41318,19.043,0.226,88,20,o,0,0.83,219.42633,2.2845,8391.86,4892.94,2.19,2.1,35.1,-0.411,19.26,20.33,02a60788o0408o
60788.41636,21.135,1.116,13,14,o,0,1.73,219.42633,2.2845,8412.4,4931.71,2.13,2.05,32.4,-0.418,19.27,20.27,02a60788o0415o
60788.41953,19.503,0.307,57,18,o,0,1.7,219.42633,2.2845,8353.22,4855.61,2.14,2.01,37.7,-0.416,19.18,20.25,02a60788o0422o
60788.42501,21.162,1.312,12,16,o,0,1.82,219.42633,2.2845,8331.93,4971.14,2.19,2.02,28.3,-0.418,19.3,20.36,02a60788o0434o
60790.59531,-21.478,1.861,-9,17,c,0,1.61,219.42633,2.2845,8561.5,8771.51,3.45,3.05,51.6,-0.337,18.99,20.66,01a60790o0240c
60790.59902,19.775,0.483,45,22,c,0,1.4,219.42633,2.2845,8578.22,8811.42,3.32,3.18,76.9,-0.359,19.08,20.67,01a60790o0248c
60790.61498,-21.784,3.217,-7,23,c,0,1.4,219.42633,2.2845,8506.03,8734.81,3.53,3.13,53,-0.334,18.76,20.36,01a60790o0282c
60791.25956,20.752,1.371,18,25,o,0,1.19,219.42633,2.2845,8595.14,8748.91,2.43,2.11,-30.3,-0.411,19.22,20.67,04a60791o0668o
60791.29485,19.704,0.462,48,22,o,0,1.68,219.42633,2.2845,8618.56,8789.18,2.37,2.09,-4.5,-0.385,19.1,20.41,04a60791o0744o
60791.30862,20.413,0.833,25,21,o,0,1.64,219.42633,2.2845,8558.63,8714.31,2.35,2.09,-15.6,-0.382,19.09,20.4,04a60791o0773o
60791.31251,20.233,0.699,29,20,o,0,1.38,219.42633,2.2845,8539.04,8831.42,2.4,2.11,-12.8,-0.376,19.07,20.39,04a60791o0781o
60792.4113,20.17,0.468,31,14,o,0,1.64,219.42633,2.2845,2099.39,1002.22,1.89,1.85,80.4,-0.479,19.39,20.46,02a60792o0398o
60792.41311,19.393,0.304,64,19,o,0,1.16,219.42633,2.2845,2119.09,1041.56,1.87,1.81,58,-0.489,19.44,20.45,02a60792o0402o
60792.41627,19.293,0.272,70,19,o,0,1.11,219.42633,2.2845,2060.43,964.35,1.89,1.86,70.8,-0.476,19.4,20.44,02a60792o0409o
60792.42173,21.79,2.211,7,15,o,0,1.92,219.42633,2.2845,2040.38,1082.07,1.87,1.84,63.7,-0.483,19.42,20.48,02a60792o0421o
60792.82224,20.25,0.592,29,17,c,0,1.05,219.42633,2.2845,8325.23,9589.37,2.82,2.31,-52.9,-0.404,19.42,21.11,03a60793o0270c
60792.82451,-21.418,1.562,-10,15,c,0,1.64,219.42633,2.2845,8305.43,9549.96,2.82,2.33,-52.9,-0.409,19.43,21.13,03a60793o0275c
60792.82995,20.174,0.434,31,13,c,0,1.69,219.42633,2.2845,8362.4,9629.98,2.63,2.2,-57.3,-0.407,19.5,21.16,03a60793o0287c
60792.83539,20.777,0.871,18,16,c,0,1.05,219.42633,2.2845,8384.59,9514.06,2.58,2.23,-60.3,-0.406,19.49,21.19,03a60793o0299c
60795.16219,18.778,0.174,112,20,o,0,1.29,219.42633,2.2845,4499.79,6067.49,2.24,2.03,-53.9,-0.426,19.28,20.84,04a60795o0465o
60795.19738,22.317,4.654,4,20,o,0,1.3,219.42633,2.2845,6067.14,4528.84,2.35,2.17,-33.5,-0.419,19.24,20.84,04a60795o0541o
60795.22213,19.86,0.471,41,19,o,0,1.06,219.42633,2.2845,6011.21,4452.18,2.34,2.09,-29.2,-0.43,19.19,20.73,04a60795o0594o
60795.23039,19.365,0.262,65,17,o,0,2.08,219.42633,2.2845,5992.47,4568.94,2.39,2.17,-29.2,-0.411,19.16,20.66,04a60795o0612o
60796.52698,21.652,2.321,8,18,o,0,1.08,219.42633,2.2845,4595.18,7993.58,2.56,2.05,37.4,-0.417,19.28,20.45,02a60796o0312o
60796.53019,19.454,0.285,60,17,o,0,1.25,219.42633,2.2845,4575.03,7951.54,2.51,1.97,37.9,-0.415,19.35,20.43,02a60796o0319o
60796.53761,21.304,1.376,11,15,o,0,1.44,219.42633,2.2845,4632.67,8029.27,2.34,1.94,39.6,-0.43,19.34,20.54,02a60796o0335o
60796.55163,-22.997,6.111,-2,14,o,0,2.27,219.42633,2.2845,4654.49,7911.68,2.34,1.95,38.7,-0.429,19.31,20.31,02a60796o0365o
60798.39125,20.326,0.519,27,14,o,0,1.34,219.42633,2.2845,4478.71,4114.74,2.62,2.37,28.9,-0.393,19.38,20.53,01a60798o0358o
60798.39446,21.203,1.163,12,14,o,0,1.79,219.42633,2.2845,4458.38,4077.6,2.68,2.36,20.1,-0.388,19.37,20.52,01a60798o0365o
60798.39768,20.23,0.55,29,16,o,0,0.83,219.42633,2.2845,4516.43,4154.69,2.75,2.35,17.1,-0.384,19.38,20.52,01a60798o0372o
60798.41827,19.596,0.27,53,14,o,0,1.73,219.42633,2.2845,4535.26,4039.15,2.59,2.35,29.4,-0.397,19.42,20.51,01a60798o0414o
60799.29214,18.933,0.241,97,23,o,0,1.22,219.42633,2.2845,6155.39,6427.6,2.33,2.1,-35.9,-0.42,19.01,20.3,04a60799o0137o
60799.29532,19.337,0.355,67,24,o,0,1.14,219.42633,2.2845,6174.94,6466.21,2.43,2.12,-27.5,-0.411,18.96,20.26,04a60799o0144o
60799.30273,20.019,0.605,36,22,o,0,1.16,219.42633,2.2845,6117.48,6389.85,2.39,2.1,-47.1,-0.417,18.97,20.24,04a60799o0160o
60799.31553,20.436,0.795,24,19,o,0,1.84,219.42633,2.2845,6095.21,6506.14,2.38,2.2,-39.8,-0.412,18.86,20.05,04a60799o0188o
60800.42884,-17.228,1.034,-466,482,o,0,1.23,219.42633,2.2845,656.9,9961.63,2.38,2.09,-43.7,-0.39,15.41,15.73,02a60800o0413o
60800.46227,17.651,0.96,316,304,o,0,1.23,219.42633,2.2845,709.75,9883.31,2.27,2.04,-51.6,-0.394,15.9,16.4,02a60800o0485o
60800.89465,-20.148,0.838,-32,26,o,0,0.93,219.42633,2.2845,568.51,9831.21,2.59,2.26,-47.8,-0.462,19.21,20.3,03a60801o0442o
60800.89783,19.184,0.264,77,20,o,0,2.02,219.42633,2.2845,552.57,9791.75,2.59,2.25,-47.9,-0.449,19.2,20.31,03a60801o0449o
60800.90099,20.09,0.663,33,22,o,0,1.38,219.42633,2.2845,610.87,9869.63,2.68,2.23,-48.1,-0.45,19.2,20.3,03a60801o0456o
60800.91595,19.524,0.301,56,17,o,0,2.03,219.42633,2.2845,9915.16,801.6,2.4,2.1,-53.1,-0.449,19.16,20.32,03a60801o0488o
60802.39366,19.255,0.266,72,19,o,0,0.98,219.42633,2.2845,274.99,5759.69,2.33,2.25,54,-0.423,19.16,19.83,01a60802o0342o
60802.39412,19.117,0.254,82,21,o,0,0.98,219.42633,2.2845,10406.6,5762.54,2.47,2.27,-45.8,-0.456,19.17,19.87,01a60802o0343o
60802.3964,19.882,0.61,40,25,o,0,1.1,219.42633,2.2845,10385.19,5722.7,2.93,2.71,-58.2,-0.422,19.01,19.88,01a60802o0348o
60802.39686,19.88,0.376,40,15,o,0,2.2,219.42633,2.2845,253.52,5720.67,2.53,2.43,53.4,-0.407,19.07,19.84,01a60802o0349o
60802.39916,19.52,0.364,56,21,o,0,1.37,219.42633,2.2845,10443.84,5800.51,3.1,2.84,-54.2,-0.39,18.96,19.88,01a60802o0354o
60802.41962,19.7,0.492,48,24,o,0,0.93,219.42633,2.2845,10464.48,5685.98,2.48,2.33,-47.3,-0.448,19.19,19.89,01a60802o0398o
60802.43237,19.91,0.438,39,17,o,0,1.94,219.42633,2.2845,10307.76,4746.27,2.58,2.54,-27.9,-0.371,19.09,19.85,01a60802o0425o
60802.46091,19.401,0.299,63,19,o,0,1.04,219.42633,2.2845,10285.76,4859.56,2.6,2.54,4.5,-0.383,18.98,19.78,01a60802o0485o
60803.10032,18.864,0.858,103,89,o,0,1.37,219.42633,2.2845,199.17,5799.71,2.5,2.16,76.7,-0.353,17.07,17.09,04a60803o0333o
60803.10212,19.845,2.454,42,103,o,0,0.96,219.42633,2.2845,177.83,5761.25,2.42,2.12,74.7,-0.356,17.2,17.19,04a60803o0337o
60803.11214,22.319,16.6,4,71,o,0,1.14,219.42633,2.2845,236.52,5838.72,2.53,2.16,78.5,-0.337,17.4,17.38,04a60803o0359o
60803.12341,19.119,0.777,82,64,o,0,0.91,219.42633,2.2845,256.89,5722.75,2.5,2.1,88.2,-0.349,17.71,17.87,04a60803o0383o
60803.12935,-19.243,0.895,-73,65,o,0,1.13,219.42633,2.2845,10318.29,5762.04,2.86,2.18,-9,-0.393,17.75,18.09,04a60803o0396o
60803.13118,-20.015,1.511,-36,54,o,0,1.48,219.42633,2.2845,10297.61,5723.87,2.69,2.13,-4.7,-0.423,17.88,18.28,04a60803o0400o
60803.13482,22.317,10.35,4,44,o,0,0.83,219.42633,2.2845,10356.91,5802.37,2.71,2.11,-3.5,-0.422,18.34,18.92,04a60803o0408o
60803.14291,-23.421,15.875,-2,25,o,0,1.57,219.42633,2.2845,10378.68,5688.15,2.74,2.2,-10.4,-0.404,18.68,19.46,04a60803o0425o
60808.95014,19.052,0.394,87,34,o,0,1.26,219.42633,2.2845,2295.53,8511.86,3.19,2.53,-19,-0.345,18.36,18.87,03a60809o0581o
60808.95376,18.712,0.294,119,35,o,0,1.28,219.42633,2.2845,2313.21,8551.23,2.94,2.53,-29.2,-0.357,18.44,18.85,03a60809o0589o
60808.95919,19.566,0.506,54,27,o,0,1.33,219.42633,2.2845,2258.54,8472.46,2.74,2.38,-31.6,-0.357,18.45,18.82,03a60809o0601o
60808.97017,20.029,0.967,35,34,o,0,1.06,219.42633,2.2845,2239.2,8588.18,2.83,2.4,-23.2,-0.358,18.43,18.8,03a60809o0625o
60810.45967,18.456,0.849,150,128,o,0,1.17,219.42633,2.2845,6252.89,8386.4,2.6,2.44,61.3,-0.419,17.03,16.75,01a60810o0302o
60810.46333,17.603,0.575,330,190,o,0,0.71,219.42633,2.2845,6273.44,8426.33,2.55,2.35,65,-0.428,16.46,16.09,01a60810o0310o
60810.46981,20.274,6.333,28,179,o,0,0.9,219.42633,2.2845,6213.34,8346.84,2.52,2.37,68.6,-0.423,16.77,16.52,01a60810o0324o
60810.48839,19.701,1.315,48,63,o,0,1.08,219.42633,2.2845,6186.67,8462.67,2.97,2.58,54.4,-0.356,17.57,17.6,01a60810o0364o
60811.16641,18.119,2.006,205,412,o,0,1.28,219.42633,2.2845,6254.05,8357.81,2.39,2.04,-59.5,-0.43,15.57,15.46,04a60811o0491o
60811.16959,-17.982,4.69,-233,1092,o,0,0.83,219.42633,2.2845,6274.11,8396.9,2.55,2.16,-61,-0.414,14.76,14.54,04a60811o0498o
60811.17598,-14.63,0.4,-5104,2042,o,0,1.16,219.42633,2.2845,6215.65,8319.63,2.41,2.05,-56.1,-0.428,13.8,13.46,04a60811o0512o
60811.18747,17.932,1.641,244,400,o,0,0.9,219.42633,2.2845,6195.4,8437.29,2.72,2.23,-63.9,-0.423,15.59,15.69,04a60811o0537o
60812.54943,19.891,0.693,40,28,o,0,0.81,219.42633,2.2845,8468.47,7805.99,2.32,2.27,-46.9,-0.431,18.84,19.45,02a60812o0127o
60812.55224,20.599,1.269,21,26,o,0,1.12,219.42633,2.2845,8451,7766.56,2.35,2.28,-48.4,-0.436,18.81,19.41,02a60812o0133o
60812.57718,19.433,0.529,61,32,o,0,1.23,219.42633,2.2845,8511.23,7848.24,2.63,2.29,-47.2,-0.429,18.6,19.13,02a60812o0187o
60812.5832,20.377,1.407,26,36,o,0,1.01,219.42633,2.2845,8527.63,7726.89,2.44,2.37,-16.1,-0.425,18.52,19.05,02a60812o0200o
60813.00373,19.35,0.388,66,26,o,0,1.06,219.42633,2.2845,2159.26,2709.16,2.49,2.26,-48.3,-0.398,18.74,19.49,03a60813o0332o
60813.00736,-20.31,1.163,-27,32,o,0,1.24,219.42633,2.2845,2177.59,2748.41,3.1,2.38,-7.3,-0.365,18.39,19.19,03a60813o0340o
60813.01424,19.084,1.056,84,89,o,0,1.21,219.42633,2.2845,2119.8,2669.06,2.48,2.29,-26.3,-0.382,17.13,17.37,03a60813o0355o
60813.02883,20.519,1.153,22,26,o,0,1.06,219.42633,2.2845,2102.73,2785.83,2.57,2.35,-60.3,-0.376,18.63,19.31,03a60813o0387o
60814.44176,21.047,1.289,14,18,o,0,1.38,219.42633,2.2845,8495.92,6822.08,2.65,2.53,78.4,-0.427,19.31,20.41,01a60814o0156o
60814.45049,19.987,0.565,37,21,o,0,1.43,219.42633,2.2845,8512.13,6862.48,3.28,3.14,-85.1,-0.405,19.05,20.32,01a60814o0175o
60814.46091,19.31,0.237,68,16,o,0,2.17,219.42633,2.2845,8449.88,6784.84,2.91,2.76,-78.7,-0.43,19.2,20.29,01a60814o0197o
60814.47385,19.342,0.26,67,17,o,0,1.49,219.42633,2.2845,8425.12,6900.21,2.77,2.56,-63.4,-0.424,19.22,20.22,01a60814o0225o
60815.16294,19.866,0.356,41,15,c,0,1.43,219.42633,2.2845,8496.67,6806.17,2.66,2.27,-25.5,-0.392,19.42,21.43,04a60815o0432c
60815.16613,19.764,0.345,45,16,c,0,1.28,219.42633,2.2845,8514.05,6845.13,2.67,2.21,-24.6,-0.394,19.43,21.41,04a60815o0439c
60815.16981,20.53,0.607,22,14,c,0,1.98,219.42633,2.2845,8455.23,6768.1,2.65,2.24,-23.4,-0.395,19.43,21.36,04a60815o0447c
60815.17344,20.152,0.435,32,14,c,0,1.6,219.42633,2.2845,8437.96,6884.45,2.7,2.26,-27,-0.394,19.37,21.29,04a60815o0455c
60818.39036,19.474,0.248,59,15,o,0,1.24,219.42633,2.2845,4217.03,6563.64,2.59,2.3,48.4,-0.398,19.59,20.9,01a60818o0272o
60818.39357,20.27,0.506,28,14,o,0,0.9,219.42633,2.2845,4237.72,6601.67,2.55,2.26,44,-0.398,19.59,20.89,01a60818o0279o
60818.40034,20.866,0.775,16,13,o,0,1.51,219.42633,2.2845,4179.72,6523.46,2.54,2.2,48.3,-0.395,19.62,20.88,01a60818o0293o
60818.41228,20.127,0.414,32,13,o,0,1.45,219.42633,2.2845,4158.4,6637.13,2.58,2.27,50.4,-0.397,19.59,20.87,01a60818o0319o
60819.15189,20.36,0.525,26,14,c,0,1.56,219.42633,2.2845,4215.71,6522.16,2.36,2.04,-69.7,-0.371,19.39,21.31,04a60819o0453c
60819.15474,20.718,0.636,19,12,c,0,1.79,219.42633,2.2845,4236.2,6561.26,2.27,1.98,-72,-0.37,19.4,21.34,04a60819o0459c
60819.1648,21.644,1.78,8,14,c,0,1.18,219.42633,2.2845,4176.75,6484.46,2.27,1.99,-69,-0.372,19.41,21.45,04a60819o0481c
60819.1703,20.306,0.517,27,14,c,0,1.44,219.42633,2.2845,4156.36,6600.99,2.29,1.99,-69.9,-0.372,19.43,21.4,04a60819o0493c
60820.37351,-22.368,3.37,-4,14,c,0,1.33,219.42633,2.2845,2619.86,9849.91,2.47,2.35,-5.1,-0.425,19.56,21.41,02a60820o0294c
60820.3817,21.577,1.636,8,14,c,0,1.25,219.42633,2.2845,2597.01,9810.12,2.48,2.4,8.5,-0.423,19.56,21.4,02a60820o0312c
60820.38488,22.167,2.812,5,14,c,0,1.6,219.42633,2.2845,2655.63,9892.27,2.47,2.39,20.8,-0.421,19.57,21.38,02a60820o0319c
60820.39532,-21.217,1.091,-12,13,c,0,2.05,219.42633,2.2845,2674,9771.48,2.48,2.41,32.1,-0.415,19.53,21.37,02a60820o0342c
60820.93369,19.619,0.306,52,16,o,0,1.62,219.42633,2.2845,8041.15,801.02,2.87,2.38,-15.5,-0.379,19.3,20.81,03a60821o0288o
60820.93685,19.824,0.387,43,16,o,0,1.39,219.42633,2.2845,8061.74,840.9,2.75,2.39,-24.9,-0.385,19.3,20.82,03a60821o0295o
60820.9441,19.542,0.311,55,17,o,0,1.18,219.42633,2.2845,8005.98,761.32,2.61,2.34,-36.2,-0.399,19.34,20.78,03a60821o0311o
60820.96001,19.393,0.28,64,18,o,0,1.01,219.42633,2.2845,7986.45,878.97,2.62,2.34,-25.8,-0.404,19.27,20.69,03a60821o0346o
60822.37445,19.585,0.268,53,14,o,0,2.04,219.42633,2.2845,5975.74,831.99,2.31,2.17,30.3,-0.464,19.5,20.7,01a60822o0306o
60822.37813,20.474,0.554,24,13,o,0,1.92,219.42633,2.2845,5996.21,870.12,2.33,2.17,29.4,-0.461,19.48,20.68,01a60822o0314o
60822.38362,19.621,0.335,52,17,o,0,0.94,219.42633,2.2845,5937.4,791.44,2.35,2.22,32.8,-0.462,19.4,20.58,01a60822o0326o
60822.41767,22.459,5.552,4,21,o,0,0.84,219.42633,2.2845,5910.82,902.2,2.35,2.19,55.7,-0.463,19.32,20.5,01a60822o0398o
60823.1269,-19.524,0.317,-56,18,c,0,0.94,219.42633,2.2845,5987.31,803.75,2.65,2.53,20.2,-0.376,19.37,21.37,04a60823o0400c
60823.12967,-21.516,1.756,-9,16,c,0,1.57,219.42633,2.2845,6007.08,842.45,2.7,2.49,19.1,-0.374,19.38,21.36,04a60823o0406c
60823.13707,22.624,4.5,3,15,c,0,1.66,219.42633,2.2845,5949.34,764.61,2.72,2.52,19.1,-0.369,19.39,21.38,04a60823o0422c
60823.14711,21.158,1.268,12,16,c,0,2.02,219.42633,2.2845,5929.38,882.71,2.84,2.65,26.9,-0.363,19.33,21.43,04a60823o0444c
60824.36386,20.146,0.457,32,14,c,0,1.16,219.42633,2.2845,293.68,7713.66,2.33,2.24,-12,-0.417,19.56,21.28,02a60824o0274c
60824.36939,20.292,0.576,28,16,c,0,1.18,219.42633,2.2845,273.29,7676.78,2.32,2.27,-8.1,-0.4,19.52,21.26,02a60824o0286c
60824.37257,21.024,1.233,14,17,c,0,0.87,219.42633,2.2845,331.53,7754.37,2.32,2.26,3.3,-0.416,19.5,21.25,02a60824o0293c
60824.37347,19.871,0.345,41,14,c,0,2.1,219.42633,2.2845,10442.28,7719.71,2.76,2.59,-54.1,-0.408,19.51,21.26,02a60824o0295c
60824.37667,19.811,0.328,43,14,c,0,1.68,219.42633,2.2845,10425.08,7682.68,2.69,2.61,-64,-0.407,19.54,21.26,02a60824o0302c
60824.38265,20.771,1.116,18,20,c,0,1.32,219.42633,2.2845,10482.67,7760.75,2.76,2.64,-62.4,-0.408,19.46,21.26,02a60824o0315c
60824.3831,-22.048,2.5,-6,14,c,0,1.58,219.42633,2.2845,350.97,7639.41,2.32,2.29,5.1,-0.412,19.51,21.25,02a60824o0316c
60824.41768,-22.246,4.64,-5,21,c,0,1.32,219.42633,2.2845,10485.18,7641.34,2.8,2.45,-55.6,-0.418,19.52,21.26,02a60824o0390c
60826.36215,19.701,0.356,48,17,o,0,1.53,219.42633,2.2845,412.9,8729.26,2.98,2.82,-80.6,-0.418,19.41,20.99,01a60826o0283o
60826.36587,-25.587,81,0,17,o,0,1.8,219.42633,2.2845,434.53,8767.36,3.28,3.1,-77.1,-0.41,19.29,21,01a60826o0291o
60826.37237,20.648,0.88,20,18,o,0,3.19,219.42633,2.2845,376.45,8687.97,3.5,3.33,-67.4,-0.391,19.29,21.02,01a60826o0305o
60826.37375,19.658,0.311,50,16,o,0,2.24,219.42633,2.2845,10515.98,8750.36,3.74,3.35,-53.8,-0.38,19.23,21.03,01a60826o0308o
60826.38216,20.487,0.824,23,19,o,0,2.42,219.42633,2.2845,354.97,8804.31,3.62,3.48,-62.2,-0.416,19.28,20.99,01a60826o0326o
60827.12926,-18.296,0.286,-174,50,c,0,0.98,219.42633,2.2845,406.51,8668.7,2.71,2.21,-80.6,-0.359,17.92,19.68,04a60827o0395c
60827.13016,-18.709,0.52,-119,62,c,0,1.13,219.42633,2.2845,10512.52,8614.18,2.9,2.46,-17.3,-0.405,18.18,20.03,04a60827o0397c
60827.13245,19.594,0.784,53,41,c,0,1.19,219.42633,2.2845,426.71,8708.24,2.73,2.19,-80.6,-0.358,18.16,20,04a60827o0402c
60827.13884,22.724,11,3,32,c,0,1.16,219.42633,2.2845,368.03,8630.18,2.77,2.24,-85,-0.355,18.43,20.35,04a60827o0416c
60827.14294,-19.792,1.279,-44,56,c,0,1.13,219.42633,2.2845,10495.41,8732.97,3.1,2.63,-27.5,-0.392,18.17,20.15,04a60827o0425c
60827.14889,-19.611,1.518,-52,79,c,0,1.12,219.42633,2.2845,346.38,8747.38,2.9,2.24,-87,-0.35,17.68,19.53,04a60827o0438c
60828.88681,19.756,0.359,46,16,o,0,1.21,219.42633,2.2845,2200.14,4641.85,2.91,2.45,-16.7,-0.396,19.15,20.54,03a60829o0451o
60828.89045,20.052,0.535,35,18,o,0,1.88,219.42633,2.2845,2219.2,4679.84,3.07,2.71,-14.3,-0.371,19.09,20.54,03a60829o0459o
60828.92547,19.737,0.392,46,18,o,0,1.06,219.42633,2.2845,2171.17,4598.85,2.75,2.54,-54,-0.397,19.25,20.67,03a60829o0535o
60828.93089,-21.692,1.87,-8,14,o,0,1.45,219.42633,2.2845,2151.1,4715.98,2.74,2.41,-53,-0.396,19.33,20.76,03a60829o0547o
60830.3106,22.472,7.632,4,28,o,0,0.96,219.42633,2.2845,8358.4,3914.27,2.84,2.81,-6.9,-0.412,18.72,19.56,01a60830o0151o
60830.32994,19.532,0.422,56,24,o,0,1.06,219.42633,2.2845,8337.79,3874.74,2.57,2.54,40.3,-0.428,18.88,19.63,01a60830o0191o
60830.33366,-19.805,0.571,-43,25,o,0,1.63,219.42633,2.2845,8396.58,3952.44,2.69,2.68,30.2,-0.431,18.77,19.56,01a60830o0199o
60830.34698,-20.09,1.056,-33,35,o,0,1.44,219.42633,2.2845,2213.69,6753.92,2.71,2.49,43,-0.411,18.3,18.89,01a60830o0227o
60831.14503,18.951,0.253,95,24,o,0,1.55,219.42633,2.2845,2282.71,6621.65,2.43,2.11,-81.5,-0.377,18.71,19.78,04a60831o0437o
60831.14866,19.096,0.282,84,24,o,0,1.28,219.42633,2.2845,2300.07,6660.65,2.49,2.15,-78,-0.377,18.7,19.77,04a60831o0445o
60831.16532,22.581,8.476,3,29,o,0,0.84,219.42633,2.2845,2241.29,6585.16,2.42,2.11,-78.4,-0.377,18.73,19.78,04a60831o0481o
60831.18853,20.338,0.849,27,23,o,0,1.46,219.42633,2.2845,2224.13,6700.76,2.42,2.06,-76.4,-0.378,18.69,19.68,04a60831o0531o
60832.37245,20.043,0.9,35,31,o,0,0.88,219.42633,2.2845,10245.15,3831.6,2.2,1.85,-52,-0.469,18.69,19.06,02a60832o0168o
60832.37562,20.566,3.176,22,68,o,0,0.96,219.42633,2.2845,10225.1,3792.55,2.18,1.82,-54.1,-0.486,17.83,18.37,02a60832o0175o
