###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58844.66258,-21.879,3.564,-6,23,o,0,1.55,219.42633,2.2845,8191.53,1940.25,2.72,2,88.7,-0.432,18.91,19.64,01a58844o0975o
58844.66397,20.215,0.817,30,24,o,0,1.71,219.42633,2.2845,8249.67,2017.66,2.68,2.06,88.1,-0.421,18.75,19.29,01a58844o0978o
58844.6703,19.865,1.771,41,73,o,0,0.9,219.42633,2.2845,8268.77,1900.07,2.65,2.17,-88.2,-0.437,17.63,17.39,01a58844o0991o
58846.65152,-20.341,0.598,-26,16,c,0,2.47,219.42633,2.2845,10463.31,6733.98,3.58,3.29,-59.4,-0.361,19.39,21.4,02a58846o0971c
58846.65198,-22.374,3.933,-4,16,c,0,2.14,219.42633,2.2845,327.24,6735.21,3.79,3.37,-47.9,-0.36,19.2,21.34,02a58846o0972c
58846.655,19.734,0.458,46,21,c,0,4.49,219.42633,2.2845,10487.81,6771.8,3.66,3.29,-58.3,-0.389,19.37,21.38,02a58846o0978c
58846.65546,24.023,20.5,1,18,c,0,1.38,219.42633,2.2845,350.97,6772.56,3.46,3.07,-46.4,-0.351,19.29,21.3,02a58846o0979c
58846.6602,20.343,0.661,26,18,c,0,1.32,219.42633,2.2845,10425.58,6696.25,3.47,3.18,-54.6,-0.379,19.35,21.22,02a58846o0988c
58846.66065,19.743,0.367,46,17,c,0,2.39,219.42633,2.2845,290.4,6697.03,3.4,2.91,-49.7,-0.359,19.23,21.11,02a58846o0989c
58846.66303,-20.894,1.172,-16,19,c,0,1.9,219.42633,2.2845,10408.28,6812.52,3.71,3.5,-51.8,-0.381,19.15,21,02a58846o0994c
58846.66349,-19.841,0.356,-42,15,c,0,2.51,219.42633,2.2845,272.15,6813.03,3.43,2.92,-48.1,-0.351,19.12,20.84,02a58846o0995c
58850.64679,22.175,3.157,5,16,o,0,1.04,219.42633,2.2845,4040.55,2664.81,2.07,1.89,35.6,-0.45,19.59,20.94,02a58850o0936o
58850.65,20.376,0.448,26,12,o,0,2.22,219.42633,2.2845,4059.79,2703.38,2.07,1.87,38.5,-0.451,19.61,20.94,02a58850o0943o
58850.66649,19.747,0.496,46,23,o,0,0.84,219.42633,2.2845,3998.88,2627.01,2.09,1.92,35.3,-0.453,19.26,20.12,02a58850o0977o
58850.67221,19.575,0.773,54,42,o,0,0.69,219.42633,2.2845,3986.84,2742.66,2.01,1.82,26.8,-0.463,18.31,18.68,02a58850o0989o
58852.65623,20.915,1.16,16,18,o,0,1.3,219.42633,2.2845,4324.82,2179.07,3.2,2.99,73.4,-0.363,19.09,20.68,01a58852o0935o
58852.65952,19.967,0.465,37,17,o,0,1.53,219.42633,2.2845,4305.33,2140.47,2.94,2.83,46.4,-0.348,19.12,20.54,01a58852o0942o
58852.66237,-22.307,4.435,-4,19,o,0,1.33,219.42633,2.2845,4365.01,2219.63,3.1,3,50.9,-0.374,18.99,20.27,01a58852o0948o
58852.66527,20.497,0.944,23,22,o,0,1.31,219.42633,2.2845,4381.99,2101.92,2.96,2.76,76.1,-0.361,18.84,19.81,01a58852o0954o
58866.63213,-21.911,3.207,-6,20,o,0,1.25,219.42633,2.2845,8432.27,4888.31,2.17,2.12,-4.1,-0.419,19.19,19.94,02a58866o0706o
58866.635,22.426,4.108,4,16,o,0,1.92,219.42633,2.2845,8452.32,4930.8,2.19,2.07,9.9,-0.413,19.21,19.96,02a58866o0712o
58866.64102,20.328,0.613,27,16,o,0,1.6,219.42633,2.2845,8392.12,4851.67,2.09,2.03,8.3,-0.421,19.27,19.97,02a58866o0724o
58866.65243,20.252,0.646,29,19,o,0,1.25,219.42633,2.2845,8375.68,4970.28,2.16,2.14,-83.3,-0.422,19.24,19.99,02a58866o0747o
58866.67218,21.004,1.569,14,23,o,0,1.48,219.42633,2.2845,8406.33,4915.8,2.09,2.07,-69.3,-0.419,19.02,19.49,02a58866o0785o
58868.62245,19.692,0.306,48,15,o,0,2.3,219.42633,2.2845,2076.24,3733.94,2.85,2.18,83.6,-0.404,19.43,20.83,01a58868o0893o
58868.62582,20.355,0.58,26,15,o,0,1.76,219.42633,2.2845,2058.38,3696.13,2.95,2.28,85.7,-0.397,19.38,20.81,01a58868o0900o
58868.63349,-20.92,1.04,-16,16,o,0,1.75,219.42633,2.2845,2115.7,3774.7,3.03,2.5,80.2,-0.378,19.34,20.83,01a58868o0916o
58868.64372,-21.558,1.571,-9,14,o,0,2.01,219.42633,2.2845,2136.89,3660.38,2.41,2.28,82.1,-0.391,19.49,20.85,01a58868o0937o
58872.65164,20.553,0.632,22,14,o,0,1.86,219.42633,2.2845,2264.79,7611.69,2.63,2.31,-87,-0.404,19.57,21.2,01a58872o0954o
58872.65608,21.655,1.647,8,13,o,0,2.16,219.42633,2.2845,2244.87,7574.13,2.84,2.63,-86.3,-0.389,19.46,21.14,01a58872o0963o
58872.66145,21.206,1.284,12,15,o,0,1.83,219.42633,2.2845,2301,7648.35,2.81,2.55,-89.4,-0.385,19.4,20.9,01a58872o0973o
58872.66964,19.171,0.323,78,25,o,0,1.14,219.42633,2.2845,2321.97,7534.63,2.81,2.47,-88.5,-0.386,18.75,19.44,01a58872o0988o
58876.64772,20.24,0.468,29,14,o,0,1.97,219.42633,2.2845,2266.11,7612.27,2.62,2.1,-85.4,-0.404,19.68,21.24,01a58876o0936o
58876.65486,21.716,1.898,8,14,o,0,2.5,219.42633,2.2845,2244.8,7573.59,2.72,2.2,-87.5,-0.391,19.6,21.2,01a58876o0951o
58876.65982,19.833,0.366,42,16,o,0,1.69,219.42633,2.2845,2304.02,7651.13,2.69,2.13,-86.5,-0.399,19.58,21.04,01a58876o0961o
58876.67055,19.374,0.404,65,26,o,0,2.02,219.42633,2.2845,2323.23,7535.92,2.69,2.09,-88.9,-0.404,18.58,18.94,01a58876o0982o
58878.5832,-20.91,0.775,-16,12,c,0,1.67,219.42633,2.2845,8612.96,8775.5,2.65,2.55,55,-0.391,19.67,21.57,02a58878o0810c
58878.58606,-22.211,2.697,-5,13,c,0,1.82,219.42633,2.2845,8628.22,8814.9,2.59,2.49,55.1,-0.398,19.77,21.63,02a58878o0816c
58878.59227,-23.406,8.3,-2,13,c,0,1.47,219.42633,2.2845,8568.53,8737,2.96,2.44,37.8,-0.375,19.64,21.62,02a58878o0829c
58878.60209,-20.758,0.686,-18,12,c,0,2.1,219.42633,2.2845,8550.5,8855.64,2.88,2.42,40.6,-0.381,19.67,21.67,02a58878o0850c
58880.6208,-19.347,2.077,-66,138,o,0,1.15,219.42633,2.2845,6351.04,4010.34,2.38,1.87,-88.1,-0.423,16.93,18.51,01a58880o0891o
58880.62485,-19.312,1.155,-68,79,o,0,0.89,219.42633,2.2845,6331.69,3969.53,2.29,1.85,-86.9,-0.418,17.5,19,01a58880o0899o
58880.63057,-18.383,0.576,-161,93,o,0,0.72,219.42633,2.2845,6389.94,4046.98,2.3,1.86,-86.8,-0.407,17.37,18.88,01a58880o0910o
58882.59101,23.605,10.2,1,13,c,0,1.57,219.42633,2.2845,2135.06,1006.56,2.59,2.26,-57.8,-0.421,19.7,21.52,02a58882o0762c
58882.59422,-23.058,5,-2,11,c,0,1.45,219.42633,2.2845,2155.35,1046.14,2.57,2.23,-57,-0.419,19.73,21.52,02a58882o0769c
58882.60082,-24.155,16,-1,13,c,0,1.16,219.42633,2.2845,2098.47,967.43,2.62,2.22,-56.9,-0.418,19.7,21.5,02a58882o0783c
58882.61073,19.981,0.349,37,13,c,0,1.79,219.42633,2.2845,2082.69,1085.91,2.98,2.63,-58.3,-0.405,19.54,21.52,02a58882o0804c
58884.63029,20.695,0.807,19,15,o,0,1.69,219.42633,2.2845,6352.37,4014.53,2.5,2.08,-88.6,-0.396,19.59,21.22,01a58884o0806o
58884.63328,20.896,0.909,16,14,o,0,1.64,219.42633,2.2845,6332.76,3976.55,2.37,1.93,-89.9,-0.409,19.68,21.23,01a58884o0812o
58884.63913,21.749,1.833,7,13,o,0,2.74,219.42633,2.2845,6390.37,4053.13,2.41,1.96,89.6,-0.411,19.65,21.25,01a58884o0824o
58884.65486,-22.592,4.353,-3,14,o,0,1.66,219.42633,2.2845,6409.61,3938.34,2.37,1.95,-87.5,-0.408,19.67,21.24,01a58884o0856o
58888.60682,-22.811,10.05,-3,27,o,0,1.27,219.42633,2.2845,2634.55,9847.7,2.86,2.29,-81.9,-0.398,18.74,19.28,01a58888o0856o
58888.61011,20.702,1.397,19,27,o,0,1.31,219.42633,2.2845,2615.85,9809.16,2.81,2.2,-82.7,-0.408,18.79,19.29,01a58888o0863o
58888.6158,20.434,1.125,24,27,o,0,1.31,219.42633,2.2845,2674.18,9887.98,2.81,2.26,-83.3,-0.407,18.77,19.3,01a58888o0875o
58888.6282,-20.197,0.726,-30,22,o,0,1.91,219.42633,2.2845,2695.56,9771.71,2.84,2.26,-82.7,-0.405,18.75,19.33,01a58888o0901o
58900.43585,21.431,1.737,10,17,o,0,1.23,219.42633,2.2845,4545.5,9726.87,2.44,2.19,-79.1,-0.425,19.37,20.86,01a58900o0490o
58900.43871,-19.721,0.368,-47,17,o,0,1.24,219.42633,2.2845,4526.52,9687.67,3.07,2.55,-82.8,-0.405,19.26,20.89,01a58900o0496o
58900.44518,20.372,0.714,26,18,o,0,1.35,219.42633,2.2845,4585.8,9764.41,3.13,2.59,-82.3,-0.39,19.26,20.93,01a58900o0509o
58900.45696,20.447,0.705,24,17,o,0,1.24,219.42633,2.2845,4607.68,9646.16,2.93,2.41,-81.5,-0.41,19.33,20.97,01a58900o0533o
58902.57851,22.777,3.818,3,11,c,0,1.88,219.42633,2.2845,5986.82,2575.84,2.49,2.35,-57.4,-0.403,19.71,21.6,02a58902o0773c
58902.58179,-21.241,1.221,-12,14,c,0,0.83,219.42633,2.2845,6006.88,2614.41,2.54,2.42,-58.4,-0.4,19.7,21.62,02a58902o0780c
58902.5871,-23.488,7.545,-2,11,c,0,1.67,219.42633,2.2845,5947.09,2537.26,2.54,2.4,-58.7,-0.398,19.69,21.62,02a58902o0791c
58902.59842,-20.876,0.71,-16,12,c,0,1.49,219.42633,2.2845,5929,2653.75,2.51,2.39,-55.3,-0.396,19.7,21.65,02a58902o0814c
58904.59983,-20.368,0.5,-26,13,o,0,1.76,219.42633,2.2845,10260.39,2826.76,2.88,2.07,-85.7,-0.393,19.6,21.11,01a58904o0814o
58904.6035,21.131,0.955,13,12,o,0,1.98,219.42633,2.2845,10280.61,2864.7,3.06,2.34,-84.1,-0.368,19.51,21.1,01a58904o0821o
58904.61178,-21.589,1.815,-8,15,o,0,1.49,219.42633,2.2845,338.21,7760.59,3.17,2.43,89.9,-0.364,19.54,21.08,01a58904o0838o
58904.6151,20.914,1.171,16,18,o,0,0.89,219.42633,2.2845,117.4,2903.07,2.75,2.21,78.8,-0.4,19.51,21.09,01a58904o0844o
58904.6187,-21.501,1.922,-9,18,o,0,0.99,219.42633,2.2845,10422.4,7655.96,3.24,2.13,-85.5,-0.386,19.48,21.1,01a58904o0851o
58904.62486,21.318,1.329,11,14,o,0,2.4,219.42633,2.2845,10205.36,2900.69,2.82,2.38,-80.1,-0.365,19.53,21.13,01a58904o0863o
58904.62578,20.507,1.024,23,23,o,0,1.68,219.42633,2.2845,79.41,2862.45,2.74,2.41,72,-0.379,19.5,21.13,01a58904o0865o
58904.63715,22.448,6.353,4,24,o,0,1.15,219.42633,2.2845,62.55,2977.68,2.56,2.06,78.3,-0.414,19.61,21.14,01a58904o0888o
58912.62654,21.749,1.842,7,13,o,0,1.78,219.42633,2.2845,435.14,8732.64,1.85,1.6,-78.1,-0.457,19.76,21.14,01a58912o0563o
58912.63025,-21.149,1.127,-13,14,o,0,0.99,219.42633,2.2845,455.48,8771.42,1.92,1.7,-73.3,-0.447,19.91,21.32,01a58912o0571o
58912.63767,-20.432,0.566,-24,14,o,0,1.66,219.42633,2.2845,396.35,8692.73,2.46,2.12,-75.1,-0.443,19.65,21.31,01a58912o0587o
58912.64387,20.595,0.546,21,12,o,0,1.7,219.42633,2.2845,378.21,8810.42,2.43,2.06,-77.8,-0.436,19.73,21.29,01a58912o0600o
58916.6462,18.801,0.392,110,43,o,0,1.07,219.42633,2.2845,440.72,8727.66,1.97,1.78,-70.5,-0.439,18.21,18.27,01a58916o0121o
58916.64898,20.446,0.898,24,22,o,0,1.03,219.42633,2.2845,461.11,8766.11,1.94,1.75,-71,-0.448,19.1,19.65,01a58916o0127o
58916.65082,20.328,0.683,27,18,o,0,1.72,219.42633,2.2845,401.94,8688.24,2.16,1.98,-74.3,-0.436,18.99,19.68,01a58916o0131o
58916.65405,-18.329,0.688,-169,116,o,0,1.81,219.42633,2.2845,382.75,8805.83,2.12,1.94,-65.1,-0.429,16.76,17,01a58916o0138o
58924.61169,-22.957,15.538,-2,37,o,0,1.04,219.42633,2.2845,2186.53,4735.39,2.22,2.05,86.3,-0.414,18.32,19.3,01a58924o0460o
58924.61528,-20.012,0.412,-36,15,o,0,0.86,219.42633,2.2845,2207.38,4774.9,2.3,2.13,82.9,-0.401,19.4,20.63,01a58924o0467o
58924.62545,-20.228,0.407,-29,12,o,0,2.11,219.42633,2.2845,2149.28,4696.02,2.06,1.86,87.9,-0.426,19.58,20.72,01a58924o0488o
58924.63506,-17.03,0.367,-560,206,o,0,1.06,219.42633,2.2845,2131.63,4811.68,2.2,1.96,86.9,-0.42,16.28,16.75,01a58924o0508o
58930.55057,-20.746,0.643,-18,12,c,0,1.98,219.42633,2.2845,6468.72,9642.79,2.64,2.53,-49.3,-0.414,19.65,21.49,02a58930o0650c
58930.55413,-21.028,0.741,-14,10,c,0,1.5,219.42633,2.2845,4123.62,960.35,2.35,2.26,-64.5,-0.413,19.71,21.5,02a58930o0657c
58930.56492,-20.601,0.601,-21,13,c,0,1.99,219.42633,2.2845,6509.25,9682.93,2.55,2.53,76.1,-0.408,19.73,21.54,02a58930o0679c
58930.57014,-21.665,1.792,-8,14,c,0,1.3,219.42633,2.2845,6527.01,9567.05,2.58,2.5,-52.7,-0.42,19.61,21.4,02a58930o0690c
58934.61794,16.894,0.477,634,303,c,0,1.09,219.42633,2.2845,6471.95,9649.22,2.75,2.65,45.4,-0.399,16.32,17.75,02a58934o0645c
58934.62157,17.611,0.379,328,124,c,0,1.06,219.42633,2.2845,6449.21,9612.54,2.78,2.68,43.6,-0.394,17.23,18.73,02a58934o0652c
58934.62819,-18.483,0.435,-147,64,c,0,1.1,219.42633,2.2845,6510.56,9692.45,2.8,2.7,38,-0.393,17.58,19.14,02a58934o0666c
58934.6379,-19.338,2.294,-67,153,c,0,1.36,219.42633,2.2845,6530.09,9572.98,2.77,2.7,38.8,-0.397,16.68,18.07,02a58934o0686c
58934.64979,-16.734,0.715,-736,526,c,0,0.74,219.42633,2.2845,6491.8,9629.71,2.72,2.69,29.5,-0.409,15.56,16.58,02a58934o0711c
58936.51953,-19.235,1.489,-73,109,o,0,1.29,219.42633,2.2845,10466.11,6707.33,2.36,1.93,-86.7,-0.411,17.42,18.54,01a58936o0523o
58936.52252,-23.313,65.5,-2,112,o,0,0.95,219.42633,2.2845,10486.61,6745.25,2.41,2.04,-87.5,-0.423,17.34,18.51,01a58936o0529o
58936.52856,-20.751,5.037,-18,92,o,0,0.92,219.42633,2.2845,10429.45,6667.33,2.27,2,-87.6,-0.413,17.55,18.67,01a58936o0542o
58936.53155,-17.873,0.625,-258,161,o,0,1.19,219.42633,2.2845,332.92,6786.63,2.18,1.95,-86.7,-0.431,16.4,17.58,01a58936o0548o
58936.53433,18.287,0.591,176,104,o,0,0.99,219.42633,2.2845,354.03,6825.45,2.19,2.04,-85.2,-0.417,17.36,18.51,01a58936o0554o
58940.6199,19.626,1.079,51,55,o,0,0.87,219.42633,2.2845,350.02,6775.33,1.76,1.66,-66.5,-0.444,18.01,19.15,01a58940o0053o
58940.62405,-20.193,1.158,-30,35,o,0,1.27,219.42633,2.2845,371.61,6813.6,1.72,1.6,-65.8,-0.446,18.24,19.36,01a58940o0062o
58942.50894,-20.269,1.531,-28,43,o,0,1.12,219.42633,2.2845,6415.46,5950.88,1.96,1.91,-80,-0.459,18.19,18.73,02a58942o0495o
58942.51175,-21.285,1.537,-11,17,o,0,1.87,219.42633,2.2845,6396.28,5913.3,1.95,1.92,-68.2,-0.459,19.01,19.65,02a58942o0501o
58942.51918,-23.131,18.231,-2,37,o,0,1.13,219.42633,2.2845,6452.6,5990.49,1.93,1.86,-72.9,-0.464,18.48,19.02,02a58942o0516o
58942.52472,20.701,1.24,19,24,o,0,1.63,219.42633,2.2845,6472.36,5875.89,1.94,1.85,-69.7,-0.462,18.85,19.74,02a58942o0527o
58944.49508,19.678,1.073,49,52,o,0,0.76,219.42633,2.2845,4000.77,2692,1.84,1.77,-12.8,-0.42,18.02,18.02,01a58944o0452o
58944.49869,-17.489,1.731,-367,635,o,0,1.27,219.42633,2.2845,6517.41,7848.17,1.96,1.87,-84.8,-0.438,15.12,14.86,01a58944o0459o
58944.50397,-18.144,1.547,-201,310,o,0,0.25,219.42633,2.2845,6575.53,7925.52,1.97,1.85,-81.7,-0.439,16.63,16.48,01a58944o0470o
58944.51428,19.243,1.609,73,117,o,0,0.61,219.42633,2.2845,6593.66,7807.6,2.01,1.89,-85.2,-0.423,17.22,17.08,01a58944o0491o
58950.51698,-17.322,0.664,-428,284,o,0,2.19,219.42633,2.2845,8174.04,1983.38,2.21,1.81,-56,-0.453,15.89,15.89,02a58950o0256o
58950.5203,18.463,2.221,150,332,o,0,0.98,219.42633,2.2845,8155.97,1946.67,2.17,1.82,-55.9,-0.464,15.57,15.47,02a58950o0263o
58950.52597,19.862,0.758,41,31,o,0,1.24,219.42633,2.2845,8213.87,2023.34,2.14,1.77,-55,-0.449,18.41,18.53,02a58950o0275o
58950.53696,-19.512,1.704,-57,97,o,0,1.24,219.42633,2.2845,8229.62,1907.81,2.09,1.95,32.5,-0.438,16.88,16.71,02a58950o0298o
58952.50328,23.307,10.64,2,18,o,0,0.75,219.42633,2.2845,4340.65,8493.65,1.78,1.67,-60,-0.448,19.45,20.13,01a58952o0546o
58952.50651,20.568,0.72,22,16,o,0,1.44,219.42633,2.2845,4361.03,8532.45,1.8,1.71,-58.1,-0.444,19.37,20.08,01a58952o0553o
58952.51262,-22.248,3.328,-5,15,o,0,1.13,219.42633,2.2845,4303.4,8454.11,1.91,1.78,-63.1,-0.444,19.35,20.12,01a58952o0566o
58952.52292,-21.55,1.938,-9,17,o,0,1.23,219.42633,2.2845,4286.52,8570.6,2.03,1.94,-57.3,-0.434,19.32,20.13,01a58952o0588o
58956.45616,22.091,2.309,5,12,o,0,1.49,219.42633,2.2845,6232.12,2076.98,2.11,2.05,-83.4,-0.412,19.64,21.03,01a58956o0500o
58956.46127,23.053,5.667,2,12,o,0,1.19,219.42633,2.2845,4350.11,8536.61,2.06,1.94,-54.8,-0.433,19.65,21.02,01a58956o0510o
58956.46498,20.45,0.627,24,15,o,0,0.69,219.42633,2.2845,4293.15,8457.11,2,1.89,-25.3,-0.43,19.67,21.02,01a58956o0518o
58956.47509,20.923,0.816,16,13,o,0,1.45,219.42633,2.2845,4277.56,8575.37,1.99,1.87,-32.1,-0.426,19.69,21,01a58956o0539o
58958.46275,-20.311,0.429,-27,12,c,0,2,219.42633,2.2845,6286.16,8380.56,2.55,2.35,33.9,-0.397,19.74,21.52,02a58958o0504c
58958.46576,-20.773,0.586,-18,10,c,0,1.4,219.42633,2.2845,4268.81,2138.76,2.48,2.3,54.9,-0.396,19.72,21.53,02a58958o0510c
58958.47162,-21.039,0.888,-14,12,c,0,1.09,219.42633,2.2845,4327.2,2217.58,2.43,2.29,55.8,-0.397,19.73,21.51,02a58958o0522c
58958.48838,20.347,0.426,26,11,c,0,1.37,219.42633,2.2845,4345.02,2098.31,2.36,2.3,89,-0.4,19.72,21.48,02a58958o0557c
58960.46839,19.847,0.377,42,16,o,0,0.76,219.42633,2.2845,8412.03,4877.31,2.36,2.09,3.1,-0.395,19.55,20.77,01a58960o0533o
58960.47161,21.065,0.955,14,13,o,0,1.47,219.42633,2.2845,8432.1,4915.49,2.31,2.05,1.6,-0.389,19.58,20.77,01a58960o0540o
58960.47761,-20.626,0.606,-20,12,o,0,1.98,219.42633,2.2845,8374.53,4837.89,2.17,1.91,2.6,-0.398,19.6,20.8,01a58960o0553o
58960.48892,20.491,0.609,23,14,o,0,1.52,219.42633,2.2845,8355.83,4953.79,2.93,2.04,1.4,-0.371,19.44,20.85,01a58960o0576o
58962.46939,-19.321,0.38,-68,26,c,0,1.58,219.42633,2.2845,8446.69,7802.35,2.8,2.49,44.5,-0.39,18.86,20.54,02a58962o0507c
58962.4726,19.939,1.242,38,48,c,0,0.56,219.42633,2.2845,8427.56,7764.2,2.81,2.52,45.9,-0.389,18.63,20.26,02a58962o0514c
58962.47857,-19.732,0.878,-46,41,c,0,1.13,219.42633,2.2845,8486.35,7842.29,2.83,2.54,46.4,-0.386,18.31,19.95,02a58962o0527c
58962.48868,-17.299,0.265,-437,116,c,0,1.02,219.42633,2.2845,8506.34,7727.62,2.84,2.56,47.5,-0.438,17.1,18.72,02a58962o0549c
58964.40479,20.484,1.075,23,25,o,0,0.74,219.42633,2.2845,2145.38,5664.61,2.22,1.83,-3.9,-0.414,18.88,20.23,01a58964o0348o
58964.40756,-20.424,1.072,-25,26,o,0,0.82,219.42633,2.2845,2126.63,5625.98,2.02,1.86,-6.4,-0.42,18.95,20.27,01a58964o0354o
58964.44145,19.255,0.393,72,28,o,0,1.7,219.42633,2.2845,2183.4,5704.67,2,1.73,-10.3,-0.407,18.19,19.47,01a58964o0425o
58964.46573,-20.677,1.929,-20,38,o,0,0.85,219.42633,2.2845,8353.48,4956.7,2.33,1.94,-0.8,-0.394,18.65,19.9,01a58964o0476o
58966.46411,-20.897,0.735,-16,12,c,0,1.45,219.42633,2.2845,8451.62,7801.52,2.79,2.57,45.2,-0.39,19.72,21.52,02a58966o0511c
58966.46941,-23.537,9.556,-1,13,c,0,1.47,219.42633,2.2845,8430.89,7761.92,2.78,2.57,49.4,-0.392,19.68,21.51,02a58966o0522c
58966.47357,-22.958,5.333,-2,13,c,0,1.13,219.42633,2.2845,8489.7,7840.93,2.83,2.6,49.9,-0.387,19.67,21.53,02a58966o0531c
58966.50395,-20.014,0.278,-36,10,c,0,2.02,219.42633,2.2845,8507.67,7727.21,2.72,2.57,51.2,-0.394,19.65,21.45,02a58966o0595c
58968.43335,-19.683,0.299,-49,14,o,0,1.07,219.42633,2.2845,8630.3,8760.89,1.96,1.9,35.3,-0.399,19.66,20.72,01a58968o0455o
58968.43657,-19.733,0.282,-46,13,o,0,1.63,219.42633,2.2845,8651.52,8798.87,2.09,1.92,15.7,-0.395,19.56,20.7,01a58968o0462o
58968.46953,20.172,0.481,31,15,o,0,1,219.42633,2.2845,8597,8719.26,2.11,1.94,28,-0.394,19.57,20.72,01a58968o0532o
58968.4769,20.714,0.731,19,14,o,0,1.2,219.42633,2.2845,8580.06,8834.07,2.04,1.89,34,-0.397,19.59,20.68,01a58968o0548o
58969.4156,23.953,16.875,1,16,o,0,1.16,219.42633,2.2845,2118.75,2757.06,2.47,2.02,33,-0.427,19.43,20.56,02a58969o0406o
58969.41743,21.987,2.821,6,16,o,0,0.96,219.42633,2.2845,2138.82,2795.68,2.14,2.01,31.6,-0.437,19.49,20.56,02a58969o0410o
58969.42021,-21.824,2.095,-7,14,o,0,1.32,219.42633,2.2845,2082.35,2719.73,2.17,2.06,28.5,-0.433,19.51,20.58,02a58969o0416o
58969.44102,-23.589,11.556,-1,15,o,0,1.48,219.42633,2.2845,8508.63,7714.8,2.64,2.38,46.5,-0.41,19.38,20.62,02a58969o0461o
58970.46503,-20.299,0.498,-28,14,o,0,1.31,219.42633,2.2845,2035.09,3725.92,2.43,2.05,41.9,-0.431,19.38,20.5,02a58970o0497o
58970.46787,20.261,0.528,28,15,o,0,1.37,219.42633,2.2845,2015.01,3682.29,2.32,2.17,48.4,-0.433,19.37,20.5,02a58970o0503o
58970.47257,-20.528,0.628,-22,14,o,0,1.3,219.42633,2.2845,2075.57,3766.27,2.46,2.2,44.4,-0.437,19.34,20.5,02a58970o0513o
58970.47589,21.638,2.152,8,17,o,0,1.15,219.42633,2.2845,2094.5,3650.59,2.34,2.15,46.3,-0.435,19.37,20.51,02a58970o0520o
58971.44569,22.116,2.755,5,14,o,0,1.95,219.42633,2.2845,2041.49,3724.88,2.15,1.86,40.1,-0.453,19.35,20.13,02a58971o0445o
58971.46398,-19.703,0.33,-48,16,o,0,1.33,219.42633,2.2845,2023.43,3687.43,2.24,1.9,43.6,-0.45,19.29,20.1,02a58971o0483o
58971.47451,-20.592,0.766,-21,16,o,0,1.28,219.42633,2.2845,2081.74,3766.21,2.17,1.89,44.7,-0.452,19.3,20.08,02a58971o0505o
58971.47802,20.167,0.55,31,17,o,0,1.71,219.42633,2.2845,2101.27,3649.16,2.18,1.9,45.6,-0.443,19.32,20.09,02a58971o0512o
58972.37428,21.65,2.347,8,19,o,0,0.83,219.42633,2.2845,1945.27,1779.89,2.08,1.77,-2.5,-0.408,19.28,19.89,01a58972o0303o
58972.37774,-21.31,1.5,-11,16,o,0,1.66,219.42633,2.2845,1925.38,1742.06,2.12,1.79,-7.7,-0.396,19.21,19.88,01a58972o0310o
58972.38468,22.827,4.912,3,13,o,0,1.63,219.42633,2.2845,1985.05,1821.68,2.03,1.77,-0.5,-0.402,19.25,19.9,01a58972o0324o
58972.39023,21.884,2.732,6,18,o,0,1.61,219.42633,2.2845,2003.88,1704.2,2.23,1.86,-7.7,-0.395,19.22,19.89,01a58972o0336o
58978.50878,-21.449,3.078,-10,29,o,0,1.13,219.42633,2.2845,2210.24,7601.93,1.97,1.83,-57.1,-0.455,18.57,18.79,02a58978o0168o
58978.51246,20.36,1.03,26,27,o,0,1.59,219.42633,2.2845,2190.4,7561.96,1.99,1.91,64.3,-0.451,18.59,18.79,02a58978o0176o
58978.51797,20.224,1.042,30,31,o,0,0.85,219.42633,2.2845,2249.18,7639.81,1.98,1.85,-59.4,-0.453,18.54,18.74,02a58978o0188o
58978.52896,-19.38,0.453,-64,29,o,0,1.74,219.42633,2.2845,2270.56,7523,1.98,1.82,-51.2,-0.465,18.52,18.67,02a58978o0212o
58980.42049,-20.532,0.543,-22,12,o,0,2.09,219.42633,2.2845,2089.97,1037.88,2,1.77,4.1,-0.436,19.45,20.26,01a58980o0417o
58980.45461,-16.617,0.937,-818,767,o,0,1.09,219.42633,2.2845,2114.69,1074.63,2.25,2.1,16.7,-0.413,15.55,15.95,01a58980o0489o
58980.4583,17.022,0.675,564,381,o,0,1.03,219.42633,2.2845,2053.82,994.21,2.24,2.15,24.3,-0.41,15.13,15.38,01a58980o0497o
58982.41036,21.787,1.7,7,12,c,0,1.59,219.42633,2.2845,2218.55,7599.36,2.3,2.27,-27.5,-0.416,19.79,21.72,02a58982o0365c
58982.4175,-22.221,3.073,-5,14,c,0,0.82,219.42633,2.2845,2198.71,7560.26,2.29,2.2,-41.6,-0.424,19.8,21.72,02a58982o0380c
58982.42078,23.756,11.8,1,14,c,0,1.13,219.42633,2.2845,2255.83,7635.76,2.29,2.18,-50.5,-0.429,19.8,21.71,02a58982o0387c
58982.42699,-21.376,1.121,-10,12,c,0,1.13,219.42633,2.2845,2273.59,7516.61,2.28,2.19,-56.2,-0.42,19.8,21.7,02a58982o0400c
58984.44349,-23.088,5.115,-2,11,o,0,1.83,219.42633,2.2845,6064.77,4507.32,1.96,1.88,-89.7,-0.411,19.65,20.81,01a58984o0361o
58984.44721,21.289,1.182,11,13,o,0,1.1,219.42633,2.2845,6084.14,4544.99,1.98,1.87,89.4,-0.403,19.66,20.81,01a58984o0369o
